snippet,Nummer,Rechtswert,Hochwert,Tiefe [m],layer
"Depth: 1,14 m
Magnetic Moment: 12,788 Am²",219,443701.875,5935513.203,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,75 m
Magnetic Moment: 7,559 Am²",220,443690.307,5935494.746,1.8,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 1,631 Am²",221,443689.24,5935497.408,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 0,249 Am²",222,443686.787,5935501.286,0.7,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,433 Am²",223,443684.581,5935504.962,0.8,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 1,130 Am²",224,443703.321,5935533.829,1,Stoerkoerper Magnetik Nord
"Depth: 1,70 m
Magnetic Moment: 6,526 Am²",225,443705.328,5935534.505,1.7,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 6,615 Am²",226,443692.61,5935528.509,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 4,507 Am²",227,443674.117,5935532.828,1.6,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 0,380 Am²",228,443688.699,5935540.002,0.7,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,109 Am²",229,443679.078,5935550.564,0.5,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 3,279 Am²",230,443666.116,5935578.511,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 0,833 Am²",231,443675.377,5935583.898,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 0,887 Am²",232,443670.02,5935591.51,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 0,556 Am²",233,443667.966,5935591.085,0.6,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 2,110 Am²",234,443667.294,5935593.492,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 1,165 Am²",235,443667.999,5935598.032,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 0,632 Am²",236,443661.698,5935597.858,0.7,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 6,309 Am²",237,443653.96,5935594.451,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 1,452 Am²",238,443649.648,5935593.353,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 1,455 Am²",239,443657.761,5935607.152,1.4,Stoerkoerper Magnetik Nord
"Depth: 1,45 m
Magnetic Moment: 1,755 Am²",240,443657.288,5935609.457,1.5,Stoerkoerper Magnetik Nord
"Depth: 0,55 m
Magnetic Moment: 0,207 Am²",241,443655.058,5935611.033,0.6,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 1,235 Am²",242,443658.401,5935614.692,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,60 m
Magnetic Moment: 4,512 Am²",243,443656.838,5935613.611,1.6,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 1,291 Am²",244,443651.857,5935606.723,1,Stoerkoerper Magnetik Nord
"Depth: 0,70 m
Magnetic Moment: 4,162 Am²",245,443660.496,5935534.891,0.7,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 0,556 Am²",246,443660.165,5935536.444,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 1,262 Am²",247,443657.606,5935535.625,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 46,296 Am²",248,443654.61,5935531.762,1.4,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 5,326 Am²",249,443656.19,5935538.441,0.7,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 2,676 Am²",250,443652.512,5935535.986,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 10,418 Am²",251,443657.835,5935542.27,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 1,054 Am²",252,443654.006,5935543.916,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,60 m
Magnetic Moment: 3,051 Am²",253,443644.834,5935558.621,1.6,Stoerkoerper Magnetik Nord
"Depth: 1,40 m
Magnetic Moment: 3,614 Am²",254,443640.224,5935557.676,1.4,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 4,558 Am²",255,443639.264,5935560.937,0.6,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 28,438 Am²",256,443639.26,5935564.786,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 0,398 Am²",257,443642.104,5935568.6,0.9,Stoerkoerper Magnetik Nord
"Depth: 2,35 m
Magnetic Moment: 29,903 Am²",258,443636.668,5935569.615,2.4,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 4,592 Am²",259,443635.557,5935572.827,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 20,616 Am²",260,443635.608,5935577.076,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 0,428 Am²",261,443634.107,5935581.142,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 3,536 Am²",262,443629.516,5935585.946,1,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 0,389 Am²",263,443625.057,5935585.099,0.7,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 0,592 Am²",264,443627.243,5935588.222,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 5,579 Am²",265,443620.98,5935591.146,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 6,625 Am²",266,443637.892,5935592.594,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 0,907 Am²",267,443635.056,5935593.627,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 1,723 Am²",268,443635.187,5935596.225,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 6,734 Am²",269,443633.965,5935598.589,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 1,670 Am²",270,443636.688,5935625.698,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,40 m
Magnetic Moment: 6,460 Am²",271,443634.2,5935630.776,1.4,Stoerkoerper Magnetik Nord
"Depth: 0,55 m
Magnetic Moment: 1,808 Am²",272,443633.333,5935633.536,0.6,Stoerkoerper Magnetik Nord
"Depth: 0,40 m
Magnetic Moment: 0,086 Am²",273,443642.405,5935635.627,0.4,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 0,325 Am²",274,443640.043,5935634.555,0.6,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 0,828 Am²",275,443638.724,5935637.07,0.8,Stoerkoerper Magnetik Nord
"Depth: 0,45 m
Magnetic Moment: 0,134 Am²",276,443637.476,5935637.185,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,70 m
Magnetic Moment: 0,251 Am²",277,443639.546,5935643.159,0.7,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 0,499 Am²",278,443637.175,5935641.338,0.8,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 1,108 Am²",279,443631.705,5935635.355,0.8,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,170 Am²",280,443628.797,5935634.59,0.5,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 3,402 Am²",281,443627.825,5935636.901,1.4,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 0,462 Am²",282,443632.651,5935639.192,0.8,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 0,246 Am²",283,443629.508,5935639.73,0.6,Stoerkoerper Magnetik Nord
"Depth: 0,70 m
Magnetic Moment: 0,320 Am²",284,443632.425,5935641.195,0.7,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 0,212 Am²",285,443633.535,5935642.081,0.6,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 0,578 Am²",286,443631.21,5935644.058,1,Stoerkoerper Magnetik Nord
"Depth: 0,62 m
Magnetic Moment: 0,172 Am²",287,443633.258,5935643.984,0.6,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 47,405 Am²",288,443622.214,5935644.166,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 46,436 Am²",289,443614.954,5935655.699,1,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 2,090 Am²",290,443620.36,5935618.745,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,40 m
Magnetic Moment: 13,286 Am²",291,443621.63,5935620.43,1.4,Stoerkoerper Magnetik Nord
"Depth: 0,30 m
Magnetic Moment: 0,068 Am²",292,443629.538,5935663.173,0.3,Stoerkoerper Magnetik Nord
"Depth: 0,70 m
Magnetic Moment: 0,173 Am²",293,443618.513,5935681.699,0.7,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 0,777 Am²",294,443608.224,5935686.52,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 6,423 Am²",295,443600.296,5935709.108,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 1,000 Am²",296,443572.403,5935700.644,0.8,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 3,071 Am²",297,443574.447,5935721.114,0.8,Stoerkoerper Magnetik Nord
"Depth: 0,70 m
Magnetic Moment: 0,269 Am²",298,443578.949,5935725.559,0.7,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 0,165 Am²",299,443557.614,5935722.115,0.7,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 0,527 Am²",300,443553.913,5935726.108,0.7,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 2,052 Am²",301,443570.229,5935732.011,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,89 m
Magnetic Moment: 184,987 Am²",302,443544.557,5935771.356,1.9,Stoerkoerper Magnetik Nord
"Depth: 1,40 m
Magnetic Moment: 14,112 Am²",303,443541.135,5935777.845,1.4,Stoerkoerper Magnetik Nord
"Depth: 0,35 m
Magnetic Moment: 0,070 Am²",304,443537.674,5935807.459,0.4,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 2,155 Am²",305,443524.414,5935817.483,1.4,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 112,442 Am²",306,443518.627,5935814.253,1.6,Stoerkoerper Magnetik Nord
"Depth: 1,80 m
Magnetic Moment: 17,731 Am²",307,443503.856,5935837.223,1.8,Stoerkoerper Magnetik Nord
"Depth: 1,60 m
Magnetic Moment: 11,618 Am²",308,443502.634,5935835.388,1.6,Stoerkoerper Magnetik Nord
"Depth: 0,35 m
Magnetic Moment: 0,034 Am²",309,443514.447,5935845.094,0.4,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 151,501 Am²",310,443492.885,5935856.098,1.6,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 0,305 Am²",311,443504.555,5935866.456,,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 0,338 Am²",312,443488.888,5935872.991,1,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 2,092 Am²",313,443489.454,5935882.682,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,217 Am²",314,443485.899,5935840.387,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 0,457 Am²",315,443487.852,5935861.607,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,45 m
Magnetic Moment: 1,560 Am²",316,443481.507,5935895.323,1.5,Stoerkoerper Magnetik Nord
"Depth: 1,50 m
Magnetic Moment: 5,138 Am²",317,443480.232,5935897.337,1.5,Stoerkoerper Magnetik Nord
"Depth: 1,85 m
Magnetic Moment: 4,903 Am²",318,443462.951,5935906.891,1.9,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,090 Am²",319,443474.292,5935910.605,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 5,305 Am²",320,443454.047,5935914.745,1,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 2,747 Am²",321,443452.344,5935918.614,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,40 m
Magnetic Moment: 4,264 Am²",322,443451.527,5935921.373,1.4,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 0,475 Am²",323,443439.539,5935938.811,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 80,879 Am²",324,443439.973,5935941.655,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,40 m
Magnetic Moment: 9,615 Am²",325,443448.036,5935951.306,1.4,Stoerkoerper Magnetik Nord
"Depth: 1,17 m
Magnetic Moment: 7,044 Am²",326,443431.783,5935954.849,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 0,592 Am²",327,443423.716,5935986.686,1,Stoerkoerper Magnetik Nord
"Depth: 2,15 m
Magnetic Moment: 40,759 Am²",328,443394.946,5936042.814,2.2,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 1,682 Am²",329,443372.466,5936060.727,1.2,Stoerkoerper Magnetik Nord
"Depth: 2,25 m
Magnetic Moment: 7,019 Am²",330,443368.769,5936073.417,2.3,Stoerkoerper Magnetik Nord
"Depth: 1,45 m
Magnetic Moment: 1,347 Am²",331,443366.251,5936067.649,1.5,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 3,006 Am²",332,443360.52,5936069.117,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 0,899 Am²",333,443354.686,5936087.032,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 0,901 Am²",334,443337.118,5936080.943,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,80 m
Magnetic Moment: 2,231 Am²",335,443346.962,5936097.371,1.8,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,173 Am²",336,443330.276,5936093.971,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 0,785 Am²",337,443345.16,5936092.944,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 0,166 Am²",338,443343.813,5936109.955,0.7,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 0,692 Am²",339,443342.791,5936128.961,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 0,919 Am²",340,443307.652,5936179.266,1,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 1,102 Am²",341,443294.149,5936195.373,1,Stoerkoerper Magnetik Nord
"Depth: 1,40 m
Magnetic Moment: 123,366 Am²",342,443282.725,5936205.607,1.4,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 1,484 Am²",343,443258.656,5936211.792,1,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,433 Am²",344,443283.486,5936219.094,0.8,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 0,475 Am²",345,443274.288,5936231.6,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 11,658 Am²",346,443262.761,5936233.287,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 1,753 Am²",347,443269.318,5936234.008,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 5,242 Am²",348,443267.589,5936235.679,1.4,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 2,164 Am²",349,443248.079,5936230.213,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 1,557 Am²",350,443251.748,5936227.72,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 4,368 Am²",351,443244.292,5936239.556,1.4,Stoerkoerper Magnetik Nord
"Depth: 1,50 m
Magnetic Moment: 11,971 Am²",352,443240.487,5936234.853,1.5,Stoerkoerper Magnetik Nord
"Depth: 1,50 m
Magnetic Moment: 4,330 Am²",353,443241.428,5936238.291,1.5,Stoerkoerper Magnetik Nord
"Depth: 2,50 m
Magnetic Moment: 8,245 Am²",354,443259.473,5936238.375,2.5,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 8,890 Am²",355,443266.587,5936252.236,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,405 Am²",356,443259.384,5936276.914,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,65 m
Magnetic Moment: 2,170 Am²",357,443248.983,5936280.788,1.7,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 0,565 Am²",358,443243.122,5936308.949,1,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 66,232 Am²",359,443215.221,5936308.233,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,55 m
Magnetic Moment: 0,209 Am²",360,443241.253,5936315.72,0.6,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 19,214 Am²",361,443224.713,5936320.316,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 0,136 Am²",362,443229.249,5936340.206,0.7,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 1,154 Am²",363,443215.89,5936334.917,1.4,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 11,727 Am²",364,443218.401,5936331.688,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 0,101 Am²",365,443219.599,5936339.921,0.6,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 1,311 Am²",366,443202.068,5936336.932,1,Stoerkoerper Magnetik Nord
"Depth: 2,00 m
Magnetic Moment: 7,240 Am²",367,443208.169,5936374.798,2,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 2,751 Am²",368,443207.472,5936400.148,1.1,Stoerkoerper Magnetik Nord
"Depth: 2,00 m
Magnetic Moment: 6,250 Am²",369,443200.493,5936414.228,2,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 0,460 Am²",370,443203.765,5936407.84,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 23,394 Am²",371,443193.162,5936407.267,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,70 m
Magnetic Moment: 5,408 Am²",372,443189.813,5936419.854,1.7,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,774 Am²",373,443159.075,5936453.561,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 0,387 Am²",374,443182.671,5936470.524,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 1,125 Am²",375,443176.41,5936490.393,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 38,393 Am²",376,443169.753,5936489.673,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 7,720 Am²",377,443149.318,5936486.168,1.3,Stoerkoerper Magnetik Nord
"Depth: 3,00 m
Magnetic Moment: 210,817 Am²",378,443158.654,5936522.945,3,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 0,688 Am²",379,443150.332,5936545.938,0.9,Stoerkoerper Magnetik Nord
"Depth: 0,45 m
Magnetic Moment: 0,136 Am²",380,443152.899,5936568.401,0.5,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 0,836 Am²",381,443139.289,5936600.654,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 2,097 Am²",382,443136.29,5936596.491,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 69,374 Am²",383,443119.611,5936635.479,1.4,Stoerkoerper Magnetik Nord
"Depth: 0,45 m
Magnetic Moment: 0,154 Am²",384,443132.454,5936651.92,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,45 m
Magnetic Moment: 0,080 Am²",385,443123.291,5936667.325,0.5,Stoerkoerper Magnetik Nord
"Depth: 2,85 m
Magnetic Moment: 65,544 Am²",386,443116.828,5936661.904,2.9,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 5,354 Am²",387,443113.62,5936661.193,1,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 2,196 Am²",388,443123.969,5936678.064,1,Stoerkoerper Magnetik Nord
"Depth: 0,40 m
Magnetic Moment: 0,124 Am²",389,443097.868,5936677.326,0.4,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 4,218 Am²",390,443092.141,5936674.945,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 11,314 Am²",391,443097.207,5936684.782,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 37,256 Am²",392,443115.886,5936691.807,1.6,Stoerkoerper Magnetik Nord
"Depth: 0,35 m
Magnetic Moment: 0,278 Am²",393,443104.397,5936692.494,0.4,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 4,308 Am²",394,443107.562,5936693.856,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 7,656 Am²",395,443096.2,5936696.691,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 4,838 Am²",396,443104.6,5936709.486,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 20,774 Am²",397,443094.458,5936705.709,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 3,655 Am²",398,443093.559,5936705.769,1.6,Stoerkoerper Magnetik Nord
"Depth: 0,70 m
Magnetic Moment: 3,860 Am²",399,443095.114,5936702.052,0.7,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 1,813 Am²",400,443093.224,5936698.675,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 3,622 Am²",401,443118.816,5936711.166,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 0,596 Am²",402,443105.98,5936720.417,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 3,753 Am²",403,443091.339,5936720.741,0.6,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 1,687 Am²",404,443097.087,5936724.922,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 7,697 Am²",405,443095.127,5936724.045,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 4,986 Am²",406,443098.241,5936725.308,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,255 Am²",407,443088.601,5936734.27,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 9,782 Am²",408,443095.998,5936736.17,1,Stoerkoerper Magnetik Nord
"Depth: 0,80 m
Magnetic Moment: 0,259 Am²",409,443105.076,5936740.971,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 4,890 Am²",410,443090.224,5936740.399,1,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 7,413 Am²",411,443093.084,5936741.315,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 3,877 Am²",412,443093.204,5936747.211,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 8,081 Am²",413,443090.985,5936749.687,1.4,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 2,571 Am²",414,443087.502,5936751.078,1,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 3,904 Am²",415,443087.374,5936748.681,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,60 m
Magnetic Moment: 6,157 Am²",416,443077.971,5936756.591,1.6,Stoerkoerper Magnetik Nord
"Depth: 1,90 m
Magnetic Moment: 59,653 Am²",417,443077.667,5936760.443,1.9,Stoerkoerper Magnetik Nord
"Depth: 0,55 m
Magnetic Moment: 0,137 Am²",418,443091.852,5936776.269,0.6,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 0,409 Am²",419,443092.09,5936783.614,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 6,364 Am²",420,443082.85,5936775.827,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 5,267 Am²",421,443079.337,5936774.669,1,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 14,238 Am²",422,443063.568,5936772.708,1,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 1,285 Am²",423,443058.669,5936781.014,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,40 m
Magnetic Moment: 3,581 Am²",424,443056.289,5936786.791,1.4,Stoerkoerper Magnetik Nord
"Depth: 0,94 m
Magnetic Moment: 1,385 Am²",425,443059.418,5936785.154,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 1,821 Am²",426,443087.803,5936788.764,1.4,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 7,569 Am²",427,443076.509,5936797.396,1.1,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 2,766 Am²",428,443072.947,5936796.289,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,00 m
Magnetic Moment: 8,008 Am²",429,443071.858,5936801.35,1,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,197 Am²",430,443085.685,5936812.332,0.5,Stoerkoerper Magnetik Nord
"Depth: 2,30 m
Magnetic Moment: 28,807 Am²",431,443066.849,5936813.057,2.3,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 1,584 Am²",432,443051.917,5936809.986,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 33,069 Am²",433,443067.728,5936823.843,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,17 m
Magnetic Moment: 19,008 Am²",434,443075.616,5936822.999,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 1,449 Am²",435,443063.766,5936847.833,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,10 m
Magnetic Moment: 13,857 Am²",436,443066.104,5936846.906,1.1,Stoerkoerper Magnetik Nord
"Depth: 2,50 m
Magnetic Moment: 9,492 Am²",437,443058.695,5936854.342,2.5,Stoerkoerper Magnetik Nord
